Album,Track,日本語,Romaji,한국어,歌,Singer,가수,作詞,Lyrics,작사,作曲,Compose,작곡,編曲,Arrange,편곡,Release,Link,Category,Note,発音
Reflection in the mirror,5,フォーチュンムービー (Off Vocal),Fortune Movie (Off Vocal),포춘 무비 (Off Vocal),スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,桃宇アリサ;めんま,Arisa Tou;Menma,토우 아리사;멘마,めんま,Menma,멘마,2023-04-26,https://youtu.be/TbgPA6xWryk,Hasunosora,,フォーチュンムービー (オフボーカル)
Reflection in the mirror,6,Mix shake!! (Off Vocal),Mix shake!! (Off Vocal),Mix shake!! (Off Vocal),スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,川崎智哉,Tomoya Kawasaki,카와사키 토모야,川崎智哉,Tomoya Kawasaki,카와사키 토모야,2023-04-26,https://youtu.be/YA1DOBD-YLQ,Hasunosora,,ミックス・シェイク!! (オフボーカル)
Sparkly Spot,1,Sparkly Spot,Sparkly Spot,Sparkly Spot,DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,渡辺拓也,Takuya Watanabe,와타나베 타쿠야,渡辺拓也;真部 裕,Takuya Watanabe;Yu Manabe,와타나베 타쿠야;마나베 유,2023-04-26,https://youtu.be/jH7ioKohWSQ,Hasunosora,,スパークリー・スポット
Sparkly Spot,2,ツキマカセ,Tsuki Makase,츠키마카세,DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,福田陽司,Yoji Fukuda,후쿠다 요지,渡辺和紀,Kazunori Watanabe,와타나베 카즈노리,2023-04-26,https://youtu.be/kdVlX5MN1CM,Hasunosora,,ツキマカセ
Sparkly Spot,3,希望的プリズム,Kiboteki Prism,희망적 프리즘,DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,水流雄一朗;室屋優美;Haruka Kato,Yuichiro Tsuru;Yumi Muroya;Haruka Kato,츠루 유이치로;무로야 유미;Haruka Kato,水流雄一朗;真部 裕,Yuichiro Tsuru;Yu Manabe,츠루 유이치로;마나베 유,2023-04-26,https://youtu.be/jbkbdCtyTJE,Hasunosora,,きぼうてきプリズム
Sparkly Spot,4,Sparkly Spot (Off Vocal),Sparkly Spot (Off Vocal),Sparkly Spot (Off Vocal),DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,渡辺拓也,Takuya Watanabe,와타나베 타쿠야,渡辺拓也;真部 裕,Takuya Watanabe;Yu Manabe,와타나베 타쿠야;마나베 유,2023-04-26,https://youtu.be/1Fq_0enDvB4,Hasunosora,,スパークリー・スポット (オフボーカル)
Sparkly Spot,5,ツキマカセ (Off Vocal),Tsuki Makase (Off Vocal),츠키마카세 (Off Vocal),DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,福田陽司,Yoji Fukuda,후쿠다 요지,渡辺和紀,Kazunori Watanabe,와타나베 카즈노리,2023-04-26,https://youtu.be/z-BlHw4uiME,Hasunosora,,ツキマカセ (オフボーカル)
Sparkly Spot,6,希望的プリズム (Off Vocal),Kiboteki Prism (Off Vocal),희망적 프리즘 (Off Vocal),DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,水流雄一朗;室屋優美;Haruka Kato,Yuichiro Tsuru;Yumi Muroya;Haruka Kato,츠루 유이치로;무로야 유미;Haruka Kato,水流雄一朗;真部 裕,Yuichiro Tsuru;Yu Manabe,츠루 유이치로;마나베 유,2023-04-26,https://youtu.be/IFZlaXaGJGo,Hasunosora,,きぼうてきプリズム (オフボーカル)
Holiday∞Holiday / Tragic Drops【スリーズブーケ盤】,1,謳歌爛漫,Oka Ranman,구가난만,スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,小野寺祐輔(Arte Refact),Yusuke Onodera(Arte Refact),오노데라 유스케(Arte Refact),河合泰志(Arte Refact),Taishi Kawai(Arte Refact),카와이 타이시(Arte Refact),2023-06-14,https://youtu.be/2bmCAQkcZgk,Hasunosora,,おうか らんまん
Holiday∞Holiday / Tragic Drops【スリーズブーケ盤】,2,スケイプゴート,Scapegoat,스케이프 고트,DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,"Hiroki Sagawa (Relic Lyric, inc.);武田城以","Hiroki Sagawa (Relic Lyric, inc.);Joey Takeda","Hiroki Sagawa (Relic Lyric, inc.);타케다 죠이",武田城以,Joey Takeda,타케다 죠이,2023-06-14,https://youtu.be/CJacGQqhwAM,Hasunosora,,スケイプゴート
Holiday∞Holiday / Tragic Drops【スリーズブーケ盤】,3,Holiday∞Holiday,Holiday∞Holiday,Holiday∞Holiday,スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,桃宇アリサ;めんま,Arisa Tou;Menma,토우 아리사;멘마,めんま,Menma,멘마,2023-06-14,https://youtu.be/dSeW7qZuMl0,Hasunosora,,ホリデイ ホリデイ
Holiday∞Holiday / Tragic Drops【スリーズブーケ盤】,4,Tragic Drops,Tragic Drops,Tragic Drops,DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,Kanata Okajima;Hayato Yamamoto,Kanata Okajima;Hayato Yamamoto,Kanata Okajima;Hayato Yamamoto,Hayato Yamamoto,Hayato Yamamoto,Hayato Yamamoto,2023-06-14,https://youtu.be/vw2lTEmVeEM,Hasunosora,,トラジック ドロップス
Holiday∞Holiday / Tragic Drops【DOLLCHESTRA盤】,1,謳歌爛漫,Oka Ranman,구가난만,スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,小野寺祐輔(Arte Refact),Yusuke Onodera(Arte Refact),오노데라 유스케(Arte Refact),河合泰志(Arte Refact),Taishi Kawai(Arte Refact),카와이 타이시(Arte Refact),2023-06-14,https://youtu.be/UUAlWlg_Bq4,Hasunosora,,おうか らんまん
Holiday∞Holiday / Tragic Drops【DOLLCHESTRA盤】,2,スケイプゴート,Scapegoat,스케이프 고트,DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,"Hiroki Sagawa (Relic Lyric, inc.);武田城以","Hiroki Sagawa (Relic Lyric, inc.);Joey Takeda","Hiroki Sagawa (Relic Lyric, inc.);타케다 죠이",武田城以,Joey Takeda,타케다 죠이,2023-06-14,https://youtu.be/E6cz82WKIEc,Hasunosora,,スケイプゴート
Holiday∞Holiday / Tragic Drops【DOLLCHESTRA盤】,3,Holiday∞Holiday,Holiday∞Holiday,Holiday∞Holiday,スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,桃宇アリサ;めんま,Arisa Tou;Menma,토우 아리사;멘마,めんま,Menma,멘마,2023-06-14,https://youtu.be/kBkWoos0-cY,Hasunosora,,ホリデイ ホリデイ
Holiday∞Holiday / Tragic Drops【DOLLCHESTRA盤】,4,Tragic Drops,Tragic Drops,Tragic Drops,DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,Kanata Okajima;Hayato Yamamoto,Kanata Okajima;Hayato Yamamoto,Kanata Okajima;Hayato Yamamoto,Hayato Yamamoto,Hayato Yamamoto,Hayato Yamamoto,2023-06-14,https://youtu.be/Son91mCRRWM,Hasunosora,,トラジック ドロップス
眩耀夜行,1,DEEPNESS,DEEPNESS,DEEPNESS,蓮ノ空女学院スクールアイドルクラブ,Hasunosora Girls' High School Idol Club,하스노소라 여학원 스쿨 아이돌 클럽,桃宇アリサ,Arisa Tou,토우 아리사,古河 夕,Yu Furukawa,후루카와 유,EFFY,EFFY,EFFY,2023-08-09,https://youtu.be/S0ioLEIPxZk,Hasunosora,,ディープネス
眩耀夜行,2,Kawaii no susume,Kawaii no susume,Kawaii no susume,スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,佐藤厚仁,Atsuhito Sato,사토 아츠히토,佐藤厚仁;Kijibato,Atsuhito Sato;Kijibato,사토 아츠히토;Kijibato,2023-08-09,https://youtu.be/Fka-LXn0WgE,Hasunosora,,かわいいのすすめ
眩耀夜行,3,眩耀夜行,Genyo Yako,현요야행,スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,小野寺祐輔(Arte Refact),Yusuke Onodera(Arte Refact),오노데라 유스케(Arte Refact),脇 眞富(Arte Refact),Masatomi Waki(Arte Refact),와키 마사토미(Arte Refact),2023-08-09,https://youtu.be/1uSVqpAdUPs,Hasunosora,,げんようやこう
眩耀夜行,4,DEEPNESS (Off Vocal),DEEPNESS (Off Vocal),DEEPNESS (Off Vocal),蓮ノ空女学院スクールアイドルクラブ,Hasunosora Girls' High School Idol Club,하스노소라 여학원 스쿨 아이돌 클럽,桃宇アリサ,Arisa Tou,토우 아리사,古河 夕,Yu Furukawa,후루카와 유,EFFY,EFFY,EFFY,2023-08-09,https://youtu.be/fY4kZOH0zZ8,Hasunosora,,ディープネス (オフボーカル)
眩耀夜行,5,Kawaii no susume (Off Vocal),Kawaii no susume (Off Vocal),Kawaii no susume (Off Vocal),スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,佐藤厚仁,Atsuhito Sato,사토 아츠히토,佐藤厚仁;Kijibato,Atsuhito Sato;Kijibato,사토 아츠히토;Kijibato,2023-08-09,https://youtu.be/oRRYYVc5nik,Hasunosora,,かわいいのすすめ (オフボーカル)
眩耀夜行,6,眩耀夜行 (Off Vocal),Genyo Yako (Off Vocal),현요야행 (Off Vocal),スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,小野寺祐輔(Arte Refact),Yusuke Onodera(Arte Refact),오노데라 유스케(Arte Refact),脇 眞富(Arte Refact),Masatomi Waki(Arte Refact),와키 마사토미(Arte Refact),2023-08-09,https://youtu.be/x1YAcyWdWCM,Hasunosora,,げんようやこう (オフボーカル)
Mirage Voyage,1,DEEPNESS,DEEPNESS,DEEPNESS,蓮ノ空女学院スクールアイドルクラブ,Hasunosora Girls' High School Idol Club,하스노소라 여학원 스쿨 아이돌 클럽,桃宇アリサ,Arisa Tou,토우 아리사,古河 夕,Yu Furukawa,후루카와 유,EFFY,EFFY,EFFY,2023-08-09,https://youtu.be/WrNSHEgmt3g,Hasunosora,,ディープネス
Mirage Voyage,2,ジブンダイアリー,Jibun Diary,자신 다이어리,DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,栗原 暁(Jazzin'Park);前田 佑,Satoru Kurihara(Jazzin'park);Tasuku Maeda,쿠리하라 사토루(Jazzin'Park);마에다 타스쿠,前田 佑,Tasuku Maeda,마에다 타스쿠,2023-08-09,https://youtu.be/C_vgcge9aHw,Hasunosora,,ジブンダイアリー
Mirage Voyage,3,Mirage Voyage,Mirage Voyage,Mirage Voyage,DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,Kanata Okajima;Hayato Yamamoto,Kanata Okajima;Hayato Yamamoto,Kanata Okajima;Hayato Yamamoto,Hayato Yamamoto,Hayato Yamamoto,Hayato Yamamoto,2023-08-09,https://youtu.be/Z0NHCaNbAYc,Hasunosora,,ミラージュ ボヤージュ
Mirage Voyage,4,DEEPNESS (Off Vocal),DEEPNESS (Off Vocal),DEEPNESS (Off Vocal),蓮ノ空女学院スクールアイドルクラブ,Hasunosora Girls' High School Idol Club,하스노소라 여학원 스쿨 아이돌 클럽,桃宇アリサ,Arisa Tou,토우 아리사,古河 夕,Yu Furukawa,후루카와 유,EFFY,EFFY,EFFY,2023-08-09,https://youtu.be/antd350_JNM,Hasunosora,,ディープネス (オフボーカル)
Mirage Voyage,5,ジブンダイアリー (Off Vocal),Jibun Diary (Off Vocal),자신 다이어리 (Off Vocal),DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,栗原 暁(Jazzin'Park);前田 佑,Satoru Kurihara(Jazzin'park);Tasuku Maeda,쿠리하라 사토루(Jazzin'Park);마에다 타스쿠,前田 佑,Tasuku Maeda,마에다 타스쿠,2023-08-09,https://youtu.be/imJ7uGcbDOU,Hasunosora,,ジブンダイアリー (オフボーカル)
Mirage Voyage,6,Mirage Voyage (Off Vocal),Mirage Voyage (Off Vocal),Mirage Voyage (Off Vocal),DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,Kanata Okajima;Hayato Yamamoto,Kanata Okajima;Hayato Yamamoto,Kanata Okajima;Hayato Yamamoto,Hayato Yamamoto,Hayato Yamamoto,Hayato Yamamoto,2023-08-09,https://youtu.be/1g38tqWANUQ,Hasunosora,,ミラージュ ボヤージュ (オフボーカル)
夏めきペイン,1,夏めきペイン,Natsumeki Pain,여름스런 페인,蓮ノ空女学院スクールアイドルクラブ,Hasunosora Girls' High School Idol Club,하스노소라 여학원 스쿨 아이돌 클럽,指原莉乃,Rino Sashihara,사시하라 리노,栗原 暁(Jazzin'Park);前田 佑,Satoru Kurihara(Jazzin'park);Tasuku Maeda,쿠리하라 사토루(Jazzin'Park);마에다 타스쿠,前田 佑,Tasuku Maeda,마에다 타스쿠,2023-09-20,https://youtu.be/9unBx6g1BH8,Hasunosora,,なつめきペイン
夏めきペイン,2,Yup! Yup! Yup!,Yup! Yup! Yup!,Yup! Yup! Yup!,蓮ノ空女学院スクールアイドルクラブ,Hasunosora Girls' High School Idol Club,하스노소라 여학원 스쿨 아이돌 클럽,Kanata Okajima,Kanata Okajima,Kanata Okajima,Kanata Okajima;ArmySlick,Kanata Okajima;ArmySlick,Kanata Okajima;ArmySlick,ArmySlick,ArmySlick,ArmySlick,2023-09-20,https://youtu.be/1W_m5py0egM,Hasunosora,,ヤップ！ヤップ！ヤップ！
夏めきペイン,3,ココン東西,Kokon Touzai,고금동서,みらくらぱーく！,Mira-Cra Park!,미라쿠라파크!,ろさ,Rosa,로사,Ryu,Ryu,Ryu,Ryu,Ryu,Ryu,2023-09-20,https://youtu.be/f2DQ5HJJ2c0,Hasunosora,,ここんとうざい
夏めきペイン,4,残陽,Zanyou,잔양,スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,小野寺祐輔(Arte Refact),Yusuke Onodera(Arte Refact),오노데라 유스케(Arte Refact),小野寺祐輔(Arte Refact),Yusuke Onodera(Arte Refact),오노데라 유스케(Arte Refact),2023-09-20,https://youtu.be/GwDIWuBT6G0,Hasunosora,,ざんよう
夏めきペイン,5,青春の輪郭,Seishun no Rinkaku,청춘의 윤곽,DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,SHIBU,SHIBU,SHIBU,SHIBU,SHIBU,SHIBU,2023-09-20,https://youtu.be/1cscakt1bHU,Hasunosora,,せいしゅんのりんかく
夏めきペイン,6,ハクチューアラモード,Hakuchuu à la Mode,한낮 à la Mode,みらくらぱーく！,Mira-Cra Park!,미라쿠라파크!,ナユタン星人,Nayutalien,나유탄 성인,ナユタン星人,Nayutalien,나유탄 성인,ナユタン星人,Nayutalien,나유탄 성인,2023-09-20,https://youtu.be/7bqwkmQh8Zc,Hasunosora,,ハクチューアラモード
夏めきペイン,7,Dear my future,Dear my future,Dear my future,スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,Joshua Leung;不滅のアスカ,Joshua Leung;Fumetsu No Asuca,Joshua Leung;후메츠노아스카,Joshua Leung,Joshua Leung,Joshua Leung,2023-09-20,https://youtu.be/yy-wVjE_7Y0,Hasunosora,,ディアーマイーフューチャー
夏めきペイン,8,パラレルダンサー,Parallel Dancer,패러렐 댄서,DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,家原正樹,Masaki Iehara,이에하라 마사키,家原正樹,Masaki Iehara,이에하라 마사키,2023-09-20,https://youtu.be/FqYiECR1eq0,Hasunosora,,パラレルダンサー
夏めきペイン,9,明日の空の僕たちへ,Asu no Sora no Bokutachi e,내일 하늘의 우리들에게,蓮ノ空女学院スクールアイドルクラブ,Hasunosora Girls' High School Idol Club,하스노소라 여학원 스쿨 아이돌 클럽,KOMU,KOMU,KOMU,家原正樹,Masaki Iehara,이에하라 마사키,家原正樹,Masaki Iehara,이에하라 마사키,2023-09-20,https://youtu.be/6gPuvbfYHWc,Hasunosora,,あすのそらのぼくたちへ
夏めきペイン,10,Legato,Legato,Legato,蓮ノ空女学院スクールアイドルクラブ,Hasunosora Girls' High School Idol Club,하스노소라 여학원 스쿨 아이돌 클럽,PA-NON,PA-NON,PA-NON,浅利進吾,Shingo Asari,아사리 신고,山下洋介,Yosuke Yamashita,야마시타 요스케,2023-09-20,https://youtu.be/GRnf3OQUjt8,Hasunosora,,レガトー
素顔のピクセル,1,素顔のピクセル,Sugao no Pixel,맨얼굴의 픽셀,スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,桃宇アリサ;めんま,Arisa Tou;Menma,토우 아리사;멘마,めんま,Menma,멘마,2023-11-15,https://youtu.be/qZO7JRirw6Y,Hasunosora,,すがおのピクセル
素顔のピクセル,2,シュガーメルト,Sugar Melt,슈가 멜트,スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,山下洋介,Yosuke Yamashita,야마시타 요스케,山下洋介,Yosuke Yamashita,야마시타 요스케,2023-11-15,https://youtu.be/fwxOzG6GArQ,Hasunosora,,シュガーメルト
素顔のピクセル,3,千変万華,Senpen Banka,천변만화,スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,大熊淳生（Arte Refact）,Atsuki Okuma (Arte Refact),오쿠마 아츠키 (Arte Refact),真部 裕,Yu Manabe,마나베 유,2023-11-15,https://youtu.be/T2HzfuZVdlE,Hasunosora,,せんぺんばんか
素顔のピクセル,4,素顔のピクセル (Off Vocal),Sugao no Pixel (Off Vocal),맨얼굴의 픽셀 (Off Vocal),スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,桃宇アリサ;めんま,Arisa Tou;Menma,토우 아리사;멘마,めんま,Menma,멘마,2023-11-15,https://youtu.be/vsAdMQE8IXU,Hasunosora,,すがおのピクセル (オフボーカル)
素顔のピクセル,5,シュガーメルト (Off Vocal),Sugar Melt (Off Vocal),슈가 멜트 (Off Vocal),スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,山下洋介,Yosuke Yamashita,야마시타 요스케,山下洋介,Yosuke Yamashita,야마시타 요스케,2023-11-15,https://youtu.be/vsAdMQE8IXU,Hasunosora,,シュガーメルト (オフボーカル)
素顔のピクセル,6,千変万華 (Off Vocal),Senpen Banka (Off Vocal),천변만화 (Off Vocal),スリーズブーケ,Cerise Bouquet,스리즈 부케,ケリー,Kelly,케리,大熊淳生（Arte Refact）,Atsuki Okuma (Arte Refact),오쿠마 아츠키 (Arte Refact),真部 裕,Yu Manabe,마나베 유,2023-11-15,https://youtu.be/0e0qk6fh-28,Hasunosora,,せんぺんばんか (オフボーカル)
Take It Over,1,Take It Over,Take It Over,Take It Over,DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,LiCu,LiCu,LiCu,LiCu,LiCu,LiCu,2023-11-22,https://youtu.be/vKHtRr3Zvj8,Hasunosora,,テイク イット オーバー
Take It Over,2,飴色,Ameiro,조청빛,DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,Aira,Aira,Aira,Aira,Aira,Aira,2023-11-22,https://youtu.be/n1Ep0gAHr2U,Hasunosora,,あめいろ
Take It Over,3,KNOT,KNOT,KNOT,DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,Kanata Okajima;Hayato Yamamoto,Kanata Okajima;Hayato Yamamoto,Kanata Okajima;Hayato Yamamoto,Hayato Yamamoto,Hayato Yamamoto,Hayato Yamamoto,2023-11-22,https://youtu.be/r0HbxEKeMGs,Hasunosora,,ノット
Take It Over,4,Take It Over (Off Vocal),Take It Over (Off Vocal),Take It Over (Off Vocal),DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,LiCu,LiCu,LiCu,LiCu,LiCu,LiCu,2023-11-22,https://youtu.be/zPlOjSHcaAM,Hasunosora,,テイク イット オーバー (オフボーカル)
Take It Over,5,飴色 (Off Vocal),Ameiro (Off Vocal),조청빛 (Off Vocal),DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,Aira,Aira,Aira,Aira,Aira,Aira,2023-11-22,https://youtu.be/SbYzL5tIsjw,Hasunosora,,あめいろ (オフボーカル)
Take It Over,6,KNOT (Off Vocal),KNOT (Off Vocal),KNOT (Off Vocal),DOLLCHESTRA,DOLLCHESTRA,DOLLCHESTRA,TATSUNE,TATSUNE,TATSUNE,Kanata Okajima;Hayato Yamamoto,Kanata Okajima;Hayato Yamamoto,Kanata Okajima;Hayato Yamamoto,Hayato Yamamoto,Hayato Yamamoto,Hayato Yamamoto,2023-11-22,https://youtu.be/VEcg0fGuD4A,Hasunosora,,ノット (オフボーカル)
アイデンティティ,1,アイデンティティ,Identity,아이덴티티,みらくらぱーく！,Mira-Cra Park!,미라쿠라파크!,ろさ,Rosa,로사,大熊淳生（Arte Refact）,Atsuki Okuma (Arte Refact),오쿠마 아츠키 (Arte Refact),大熊淳生（Arte Refact）,Atsuki Okuma (Arte Refact),오쿠마 아츠키 (Arte Refact),2023-11-29,NA,Hasunosora,,アイデンティティ
アイデンティティ,2,天才なのかもしれない,Tensai Nano Kamo Shirenai,천재일지도 몰라,みらくらぱーく！,Mira-Cra Park!,미라쿠라파크!,ろさ,Rosa,로사,戸嶋友祐,Yusuke Tojima,토지마 유스케,戸嶋友祐,Yusuke Tojima,토지마 유스케,2023-11-29,NA,Hasunosora,,てんさいなのかもしれない
アイデンティティ,3,ノンフィクションヒーローショー,Nonfiction Hero Show,논픽션 히어로 쇼,みらくらぱーく！,Mira-Cra Park!,미라쿠라파크!,ろさ,Rosa,로사,要田 健,Takeru Yoda,요다 타케루,要田 健,Takeru Yoda,요다 타케루,2023-11-29,NA,Hasunosora,,ノンフィクションヒーローショー
アイデンティティ,4,アイデンティティ (Off Vocal),Identity (Off Vocal),아이덴티티 (Off Vocal),みらくらぱーく！,Mira-Cra Park!,미라쿠라파크!,ろさ,Rosa,로사,大熊淳生（Arte Refact）,Atsuki Okuma (Arte Refact),오쿠마 아츠키 (Arte Refact),大熊淳生（Arte Refact）,Atsuki Okuma (Arte Refact),오쿠마 아츠키 (Arte Refact),2023-11-29,NA,Hasunosora,,アイデンティティ (オフボーカル)
アイデンティティ,5,天才なのかもしれない (Off Vocal),Tensai Nano Kamo Shirenai (Off Vocal),천재일지도 몰라 (Off Vocal),みらくらぱーく！,Mira-Cra Park!,미라쿠라파크!,ろさ,Rosa,로사,戸嶋友祐,Yusuke Tojima,토지마 유스케,戸嶋友祐,Yusuke Tojima,토지마 유스케,2023-11-29,NA,Hasunosora,,てんさいなのかもしれない (オフボーカル)
